time,open,high,low,close,volume,ticker
2015-10-30,8077,8077,8077,8077,0,DOP
2015-11-02,8077,8077,8077,8077,0,DOP
2015-11-03,8077,8077,8077,8077,0,DOP
2015-11-04,8077,8077,8077,8077,0,DOP
2015-11-05,8077,8077,8077,8077,0,DOP
2015-11-09,8077,8077,8077,8077,0,DOP
2015-11-10,8077,8077,8077,8077,0,DOP
2015-11-11,8077,8077,8077,8077,0,DOP
2015-11-12,8077,8077,8077,8077,0,DOP
2015-11-13,8077,8077,8077,8077,0,DOP
2015-11-16,8077,8077,8077,8077,0,DOP
2015-11-17,8077,8077,8077,8077,0,DOP
2015-11-18,8077,8077,8077,8077,0,DOP
2015-11-19,8077,8077,8077,8077,0,DOP
2015-11-20,8077,8077,8077,8077,0,DOP
2015-11-23,8077,8077,8077,8077,0,DOP
2015-11-24,8077,8077,8077,8077,0,DOP
2015-11-25,8077,8077,8077,8077,0,DOP
2015-11-26,8077,8077,8077,8077,0,DOP
2015-11-27,8077,8077,8077,8077,0,DOP
2015-11-30,8077,8077,8077,8077,0,DOP
2015-12-01,8077,8077,8077,8077,0,DOP
2015-12-02,8077,8077,8077,8077,0,DOP
2015-12-03,8077,8077,8077,8077,0,DOP
2015-12-04,8077,8077,8077,8077,0,DOP
2015-12-07,8077,8077,8077,8077,0,DOP
2015-12-08,8077,8077,8077,8077,0,DOP
2015-12-09,8077,8077,8077,8077,0,DOP
2015-12-10,8077,8077,8077,8077,0,DOP
2015-12-11,8077,8077,8077,8077,0,DOP
2015-12-14,8077,8077,8077,8077,0,DOP
2015-12-15,8077,8077,8077,8077,0,DOP
2015-12-16,8077,8077,8077,8077,0,DOP
2015-12-17,8077,8077,8077,8077,0,DOP
2015-12-18,8077,8077,8077,8077,0,DOP
2015-12-21,8077,8077,8077,8077,0,DOP
2015-12-22,8077,8077,8077,8077,0,DOP
2015-12-23,8077,8077,8077,8077,0,DOP
2015-12-24,8077,8077,8077,8077,0,DOP
2015-12-25,8077,8077,8077,8077,0,DOP
2015-12-28,8077,8077,8077,8077,0,DOP
2015-12-29,8077,8077,8077,8077,0,DOP
2015-12-30,8077,8077,8077,8077,0,DOP
2015-12-31,8077,8077,8077,8077,0,DOP
2016-01-04,8077,8077,8077,8077,0,DOP
2016-01-05,8077,8077,8077,8077,0,DOP
2016-01-06,8077,8077,8077,8077,0,DOP
2016-01-07,8077,8077,8077,8077,0,DOP
2016-01-08,8077,8077,8077,8077,0,DOP
2016-01-11,8077,8077,8077,8077,0,DOP
2016-01-12,8077,8077,8077,8077,0,DOP
2016-01-13,8077,8077,8077,8077,0,DOP
2016-01-14,8077,8077,8077,8077,0,DOP
2016-01-15,8077,8077,8077,8077,0,DOP
2016-01-18,8077,8077,8077,8077,0,DOP
2016-01-19,8077,8077,8077,8077,0,DOP
2016-01-20,8077,8077,8077,8077,0,DOP
2016-01-21,8077,8077,8077,8077,0,DOP
2016-01-22,8077,8077,8077,8077,0,DOP
2016-01-25,8077,8077,8077,8077,0,DOP
2016-01-26,8077,8077,8077,8077,0,DOP
2016-01-27,8077,8077,8077,8077,0,DOP
2016-01-28,8077,8077,8077,8077,0,DOP
2016-01-29,8077,8077,8077,8077,0,DOP
2016-02-01,8077,8077,8077,8077,0,DOP
2016-02-02,8077,8077,8077,8077,0,DOP
2016-02-03,8077,8077,8077,8077,0,DOP
2016-02-04,8077,8077,8077,8077,0,DOP
2016-02-05,8077,8077,8077,8077,0,DOP
2016-02-15,8077,8077,8077,8077,0,DOP
2016-02-16,8077,8077,8077,8077,0,DOP
2016-02-17,8077,8077,8077,8077,0,DOP
2016-02-18,8077,8077,8077,8077,0,DOP
2016-02-19,8077,8077,8077,8077,0,DOP
2016-02-22,8077,8077,8077,8077,0,DOP
2016-02-23,8077,8077,8077,8077,0,DOP
2016-02-24,8077,8077,8077,8077,0,DOP
2016-02-25,8077,8077,8077,8077,0,DOP
2016-02-26,8077,8077,8077,8077,0,DOP
2016-02-29,8077,8077,8077,8077,0,DOP
2016-03-01,8077,8077,8077,8077,0,DOP
2016-03-02,8077,8077,8077,8077,0,DOP
2016-03-03,8077,8077,8077,8077,0,DOP
2016-03-04,8077,8077,8077,8077,0,DOP
2016-03-07,8077,8077,8077,8077,0,DOP
2016-03-08,8077,8077,8077,8077,0,DOP
2016-03-09,8077,8077,8077,8077,0,DOP
2016-03-10,8077,8077,8077,8077,0,DOP
2016-03-11,8077,8077,8077,8077,0,DOP
2016-03-14,8077,8077,8077,8077,0,DOP
2016-03-15,8077,8077,8077,8077,0,DOP
2016-03-16,8077,8077,8077,8077,0,DOP
2016-03-17,8077,8077,8077,8077,0,DOP
2016-03-18,8077,8077,8077,8077,0,DOP
2016-03-21,8077,8077,8077,8077,0,DOP
2016-03-22,8077,8077,8077,8077,0,DOP
2016-03-23,8077,8077,8077,8077,0,DOP
2016-03-24,8077,8077,8077,8077,0,DOP
2016-03-25,8077,8077,8077,8077,0,DOP
2016-03-28,8077,8077,8077,8077,0,DOP
2016-03-29,8077,8077,8077,8077,0,DOP
2016-03-30,8077,8077,8077,8077,0,DOP
2016-03-31,8077,8077,8077,8077,0,DOP
